energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.956,0.309,170.351,0.0995,0.0191,0.182,4,0.563,8,188473,-8.465,0.562,0,audio_features,spotify:track:4VLm5ZWv59dYHP8bhbkWAG
0.899,0.258,129.993,0.043,0.0649,0.0,4,0.694,2,195582,-4.815,0.392,1,audio_features,spotify:track:5TJqqIIE8K7RpxhBUGiuM8
0.422,0.246,107.146,0.383,0.592,0.0,4,0.543,4,204370,-12.243,0.527,1,audio_features,spotify:track:0K9n8TBThz4xNAkF1eIlB6
0.83,0.354,90.029,0.0369,0.00762,2.79e-05,4,0.666,0,305200,-5.67,0.886,0,audio_features,spotify:track:1aCMg6cmE6wPaIl719QuE8
0.977,0.0616,150.008,0.178,0.526,0.00196,4,0.794,10,303133,-5.637,0.687,1,audio_features,spotify:track:131yybV7A3TmC34a0qE8u8
0.779,0.101,150.983,0.27,0.00127,1.13e-05,4,0.783,8,119205,-8.116,0.505,1,audio_features,spotify:track:5f7Ugr3GGBdBcIc1McjGvr
0.844,0.306,149.927,0.0353,0.00131,0.442,4,0.725,6,129600,-10.401,0.7,0,audio_features,spotify:track:7nT99YzbayQq6WyBZFP6PW
0.927,0.487,102.426,0.106,0.0516,0.0,4,0.298,1,722324,-3.404,0.439,1,audio_features,spotify:track:0fTQdOS8FucxBQilLTp2ha
0.817,0.303,128.025,0.0561,0.0304,0.254,4,0.681,11,144386,-4.834,0.785,0,audio_features,spotify:track:2YorpKjHKhDBD0QOuucIrA
0.449,0.0863,184.814,0.104,0.91,0.0012,4,0.453,0,191733,-11.825,0.708,1,audio_features,spotify:track:3zpbWaTHZutGOjT4S4CuUq
0.529,0.654,141.763,0.498,0.896,0.0,4,0.78,2,237053,-9.549,0.966,1,audio_features,spotify:track:3QxgOiZSkuyq7hALKV3fJa
0.582,0.095,144.034,0.188,0.152,1.42e-05,4,0.838,7,129053,-8.386,0.922,1,audio_features,spotify:track:37lkRWctThyatt4bogYJYZ
0.275,0.0975,71.53,0.032,0.988,0.0361,5,0.268,5,160693,-13.938,0.284,1,audio_features,spotify:track:6suDwyuHm9aTkEGEd5FSNf
